id_cliente,ciudad,genero,edad,segmento_comercial,canal_preferido,fecha_registro,fecha_ultima_compra,recencia_dias,frecuencia,valor_monetario,ticket_promedio,unidades_compradas,r_score,f_score,m_score,rfm_score,rfm_puntaje_total,segmento_rfm,inactivo_90d_descriptivo,tiene_compras
C13446,Lima,M,51.0,Masivo,Web,2025-05-02,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12778,Trujillo,F,43.0,Masivo,Tienda,2025-05-02,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12532,Trujillo,No especificado,51.0,Masivo,App,2025-05-02,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11335,Lima,M,28.0,Masivo,Web,2025-05-02,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13940,Arequipa,M,22.0,Masivo,Web,2025-05-02,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03251,Arequipa,M,26.0,Masivo,App,2025-05-02,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05117,Arequipa,F,43.0,Masivo,Tienda,2025-05-02,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13710,Lima,F,,Masivo,Tienda,2025-05-02,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02716,Piura,M,38.0,Masivo,App,2025-05-02,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06860,Lima,F,18.0,Masivo,App,2025-05-03,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00171,Trujillo,F,67.0,Masivo,Tienda,2025-05-03,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14174,Lima,M,26.0,Premium,Tienda,2025-05-03,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10800,Lima,F,37.0,Masivo,Web,2025-05-03,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05448,Lima,F,20.0,Preferente,App,2025-05-03,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06213,Piura,M,39.0,Premium,Tienda,2025-05-04,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06910,Lima,M,21.0,Masivo,,2025-05-04,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00413,Cusco,M,30.0,Masivo,Tienda,2025-05-04,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06335,Lima,M,36.0,Masivo,App,2025-05-04,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01034,Lima,M,38.0,Preferente,Tienda,2025-05-04,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11847,Lima,M,53.0,Masivo,Tienda,2025-05-04,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00385,Trujillo,M,54.0,Preferente,Tienda,2025-05-04,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01756,Arequipa,F,41.0,Masivo,,2025-05-04,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01610,Cusco,F,30.0,Masivo,Tienda,2025-05-04,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00665,Lima,M,28.0,Masivo,Web,2025-05-05,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03765,Lima,M,18.0,Preferente,App,2025-05-05,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02714,Arequipa,F,49.0,Masivo,App,2025-05-06,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01235,Trujillo,F,41.0,Masivo,App,2025-05-06,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05442,Trujillo,F,35.0,Masivo,Tienda,2025-05-06,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09504,Trujillo,F,36.0,Masivo,Tienda,2025-05-06,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06095,Lima,F,45.0,Preferente,Tienda,2025-05-07,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07286,Lima,M,46.0,Masivo,Tienda,2025-05-07,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13737,Lima,F,21.0,Masivo,Tienda,2025-05-07,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14996,Trujillo,M,45.0,Preferente,Tienda,2025-05-07,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13039,Lima,F,40.0,Masivo,App,2025-05-07,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13835,Lima,M,60.0,Preferente,Web,2025-05-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10050,Arequipa,F,45.0,Masivo,Tienda,2025-05-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06421,Arequipa,M,33.0,Masivo,Tienda,2025-05-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11622,Trujillo,No especificado,52.0,Premium,Tienda,2025-05-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00764,Lima,M,26.0,Masivo,Tienda,2025-05-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01015,Lima,F,32.0,Preferente,Tienda,2025-05-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01605,Arequipa,F,45.0,Preferente,Web,2025-05-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04845,Trujillo,M,33.0,Masivo,App,2025-05-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07874,Lima,F,56.0,Masivo,Tienda,2025-05-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12307,Lima,F,41.0,Preferente,Tienda,2025-05-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03352,Arequipa,F,34.0,Masivo,App,2025-05-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12513,Cusco,M,33.0,Premium,Tienda,2025-05-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10925,Cusco,M,44.0,Masivo,Tienda,2025-05-09,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02750,Lima,M,58.0,Masivo,Web,2025-05-09,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04705,Lima,M,31.0,Masivo,Tienda,2025-05-09,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12507,Arequipa,F,20.0,Masivo,Tienda,2025-05-09,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C08731,Lima,M,53.0,Masivo,Tienda,2025-05-10,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10633,Lima,F,18.0,Masivo,Tienda,2025-05-10,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14292,Lima,F,63.0,Masivo,Tienda,2025-05-10,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05210,Lima,F,47.0,Preferente,Web,2025-05-10,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02011,Lima,M,32.0,Premium,Tienda,2025-05-10,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02575,Arequipa,F,58.0,Premium,Tienda,2025-05-10,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C08212,Piura,F,28.0,Masivo,Tienda,2025-05-10,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07210,Piura,F,37.0,Masivo,,2025-05-11,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11981,Lima,M,50.0,Premium,Tienda,2025-05-11,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06878,Piura,F,40.0,Masivo,Tienda,2025-05-11,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13248,Lima,M,49.0,Masivo,Tienda,2025-05-11,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02184,Lima,M,38.0,Masivo,Web,2025-05-11,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02336,Lima,M,26.0,Masivo,Web,2025-05-11,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12845,Arequipa,F,18.0,Masivo,Tienda,2025-05-11,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11689,Trujillo,M,58.0,Masivo,Tienda,2025-05-11,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14718,Lima,F,43.0,Masivo,Tienda,2025-05-11,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04016,Cusco,M,45.0,Masivo,Tienda,2025-05-11,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01683,Trujillo,F,40.0,Masivo,App,2025-05-12,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07818,Piura,F,20.0,Masivo,Tienda,2025-05-12,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14858,Piura,M,26.0,Masivo,Tienda,2025-05-12,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00304,Trujillo,F,51.0,Masivo,Tienda,2025-05-12,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09098,Lima,No especificado,42.0,Masivo,Tienda,2025-05-12,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07860,Piura,F,41.0,Masivo,App,2025-05-12,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02673,Lima,M,54.0,Masivo,App,2025-05-12,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04040,Lima,M,35.0,Preferente,App,2025-05-13,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09327,Lima,F,64.0,Masivo,Tienda,2025-05-13,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03744,Lima,M,45.0,Preferente,Tienda,2025-05-13,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10846,Cusco,M,48.0,Masivo,Tienda,2025-05-13,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12784,Lima,No especificado,32.0,Masivo,Tienda,2025-05-14,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09125,Cusco,F,23.0,Preferente,Tienda,2025-05-14,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04202,Lima,M,39.0,Masivo,Tienda,2025-05-14,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03872,Lima,M,48.0,Masivo,Tienda,2025-05-14,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14764,Piura,M,38.0,Premium,Tienda,2025-05-14,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06373,Lima,M,32.0,Masivo,Tienda,2025-05-14,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07176,Arequipa,No especificado,34.0,Masivo,Tienda,2025-05-14,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05172,Lima,F,53.0,Masivo,Tienda,2025-05-15,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10064,Cusco,M,45.0,Masivo,Tienda,2025-05-15,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09728,Lima,F,46.0,Masivo,Tienda,2025-05-15,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10777,Arequipa,F,37.0,Masivo,Tienda,2025-05-15,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02362,Lima,F,45.0,Masivo,Tienda,2025-05-15,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14255,Lima,F,24.0,Masivo,Web,2025-05-16,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09904,Lima,F,63.0,Masivo,Tienda,2025-05-16,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13204,Lima,F,20.0,Masivo,Tienda,2025-05-16,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02029,Trujillo,M,55.0,Masivo,Tienda,2025-05-16,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01250,Lima,F,36.0,Preferente,App,2025-05-16,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10499,Arequipa,M,22.0,Preferente,Tienda,2025-05-16,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01407,Lima,M,42.0,Masivo,Web,2025-05-16,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06290,Arequipa,F,37.0,Premium,Tienda,2025-05-16,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12182,Piura,M,34.0,Masivo,Tienda,2025-05-16,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05685,Lima,M,52.0,Masivo,Tienda,2025-05-16,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10836,Arequipa,M,42.0,Masivo,Tienda,2025-05-17,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03415,Lima,F,31.0,Masivo,Tienda,2025-05-17,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01613,Lima,M,38.0,Masivo,Tienda,2025-05-17,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07953,Lima,F,42.0,Masivo,Tienda,2025-05-17,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13742,Trujillo,M,46.0,Masivo,Web,2025-05-17,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09957,Arequipa,No especificado,32.0,Premium,App,2025-05-17,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11544,Arequipa,F,35.0,Masivo,Tienda,2025-05-17,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03241,Lima,M,39.0,Masivo,App,2025-05-17,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02968,Lima,M,42.0,Preferente,Tienda,2025-05-18,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14448,Lima,M,26.0,Premium,Tienda,2025-05-18,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C08274,Trujillo,M,25.0,Masivo,App,2025-05-18,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10864,Cusco,F,34.0,Masivo,Web,2025-05-18,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01579,Trujillo,M,55.0,Masivo,,2025-05-18,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06410,Arequipa,M,37.0,Masivo,Tienda,2025-05-18,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07074,Arequipa,F,32.0,Masivo,Tienda,2025-05-19,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C08824,Trujillo,F,25.0,Masivo,Tienda,2025-05-19,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07802,Lima,F,63.0,Masivo,Tienda,2025-05-19,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10203,Lima,F,43.0,Preferente,Tienda,2025-05-19,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02628,Lima,M,37.0,Premium,Tienda,2025-05-19,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10497,Lima,M,25.0,Masivo,Tienda,2025-05-20,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10553,Lima,M,27.0,Masivo,Tienda,2025-05-20,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03091,Lima,F,32.0,Masivo,Web,2025-05-20,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07895,Arequipa,M,49.0,Masivo,Tienda,2025-05-20,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00828,Lima,M,36.0,Preferente,Tienda,2025-05-20,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00104,Arequipa,M,44.0,Masivo,,2025-05-20,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13540,Lima,F,39.0,Premium,Tienda,2025-05-20,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14759,Lima,M,29.0,Masivo,Tienda,2025-05-20,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12418,Lima,F,59.0,Masivo,Tienda,2025-05-20,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05557,Cusco,M,27.0,Masivo,App,2025-05-20,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11350,Arequipa,F,31.0,Masivo,Web,2025-05-21,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12998,Cusco,M,44.0,Preferente,Tienda,2025-05-21,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00416,Lima,F,62.0,Masivo,Tienda,2025-05-21,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C08043,Arequipa,M,28.0,Masivo,Tienda,2025-05-21,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03999,Cusco,F,25.0,Masivo,Tienda,2025-05-21,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04968,Piura,F,24.0,Masivo,Web,2025-05-21,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13731,Lima,M,29.0,Masivo,Tienda,2025-05-21,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04823,Piura,M,18.0,Preferente,Tienda,2025-05-21,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11124,Arequipa,M,51.0,Masivo,Tienda,2025-05-21,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05419,Lima,M,,Preferente,Web,2025-05-22,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04827,Piura,F,58.0,Masivo,Tienda,2025-05-22,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10699,Trujillo,No especificado,20.0,Masivo,Tienda,2025-05-22,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14169,Lima,F,39.0,Masivo,Tienda,2025-05-22,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01319,Cusco,F,33.0,Masivo,Web,2025-05-23,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02534,Lima,M,37.0,Masivo,Tienda,2025-05-23,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10576,Lima,F,34.0,Masivo,Tienda,2025-05-23,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14067,Cusco,F,18.0,Preferente,App,2025-05-23,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01857,Cusco,M,62.0,Masivo,App,2025-05-23,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10545,Lima,F,24.0,Preferente,Tienda,2025-05-23,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00540,Piura,No especificado,53.0,Masivo,App,2025-05-24,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02633,Lima,M,20.0,Masivo,Tienda,2025-05-24,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04954,Lima,F,23.0,Masivo,Tienda,2025-05-24,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04265,Lima,M,20.0,Preferente,App,2025-05-24,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06909,Arequipa,F,55.0,Masivo,Tienda,2025-05-24,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11708,Lima,F,19.0,Masivo,Tienda,2025-05-24,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04389,Lima,F,29.0,Masivo,Tienda,2025-05-24,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13925,Lima,F,18.0,Masivo,App,2025-05-24,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01870,Lima,F,55.0,Masivo,Tienda,2025-05-25,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01124,Trujillo,M,40.0,Masivo,Tienda,2025-05-25,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C08280,Piura,M,32.0,Preferente,Tienda,2025-05-25,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12047,Arequipa,M,28.0,Preferente,Web,2025-05-25,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00738,Piura,M,40.0,Preferente,Tienda,2025-05-25,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11235,Lima,F,39.0,Preferente,Tienda,2025-05-25,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03541,Trujillo,M,73.0,Preferente,Tienda,2025-05-25,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09996,Piura,M,25.0,Masivo,Tienda,2025-05-25,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05292,Lima,M,46.0,Masivo,Tienda,2025-05-25,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04637,Arequipa,M,55.0,Masivo,,2025-05-26,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10619,Piura,F,41.0,Masivo,Tienda,2025-05-26,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05215,Lima,F,33.0,Masivo,App,2025-05-26,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12731,Trujillo,M,18.0,Masivo,Tienda,2025-05-26,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07893,Lima,M,28.0,Masivo,Web,2025-05-26,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09568,Lima,F,34.0,Preferente,Tienda,2025-05-26,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C08428,Lima,M,43.0,Masivo,Web,2025-05-26,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04563,Arequipa,F,47.0,Masivo,Tienda,2025-05-26,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02940,Lima,F,22.0,Masivo,Tienda,2025-05-27,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00527,Lima,M,43.0,Preferente,Tienda,2025-05-27,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02775,Trujillo,F,18.0,Masivo,Web,2025-05-27,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04317,Arequipa,F,29.0,Masivo,Tienda,2025-05-27,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06405,Trujillo,F,41.0,Masivo,Tienda,2025-05-27,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06888,Cusco,M,49.0,Masivo,Web,2025-05-27,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01320,Lima,M,51.0,Masivo,Tienda,2025-05-27,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13588,Lima,F,58.0,Masivo,App,2025-05-27,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06601,Lima,M,45.0,Preferente,Web,2025-05-27,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05171,Piura,M,47.0,Masivo,App,2025-05-28,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14898,Cusco,No especificado,20.0,Masivo,Tienda,2025-05-28,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14171,Arequipa,M,47.0,Preferente,Tienda,2025-05-28,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05945,Lima,F,35.0,Masivo,Web,2025-05-28,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14065,Trujillo,M,41.0,Masivo,Web,2025-05-29,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02811,Lima,M,54.0,Masivo,App,2025-05-29,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04089,Lima,F,36.0,Masivo,Web,2025-05-29,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02712,Arequipa,M,36.0,Masivo,App,2025-05-29,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09759,Lima,F,56.0,Masivo,Tienda,2025-05-29,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12172,Arequipa,F,61.0,Preferente,Tienda,2025-05-30,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12781,Arequipa,M,27.0,Masivo,Tienda,2025-05-30,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12938,Lima,F,53.0,Masivo,App,2025-05-30,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05523,Arequipa,F,44.0,Masivo,App,2025-05-30,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12097,Lima,M,54.0,Masivo,Tienda,2025-05-30,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11226,Arequipa,M,47.0,Masivo,Tienda,2025-05-30,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04755,Lima,No especificado,34.0,Preferente,Tienda,2025-05-30,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10687,Trujillo,F,56.0,Premium,Web,2025-05-30,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10280,Cusco,F,18.0,Masivo,Web,2025-05-30,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07397,Cusco,F,41.0,Premium,Tienda,2025-05-31,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05009,Arequipa,F,63.0,Masivo,Tienda,2025-05-31,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11733,Piura,F,18.0,Premium,Web,2025-05-31,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06211,Arequipa,F,53.0,Masivo,Tienda,2025-05-31,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06199,Arequipa,M,46.0,Masivo,Web,2025-05-31,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07326,Cusco,F,23.0,Masivo,Tienda,2025-05-31,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05663,Cusco,M,39.0,Preferente,Tienda,2025-05-31,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13405,Lima,M,42.0,Masivo,Tienda,2025-05-31,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00213,Arequipa,No especificado,30.0,Masivo,Tienda,2025-05-31,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07041,Cusco,F,24.0,Masivo,Tienda,2025-05-31,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02224,Lima,F,59.0,Masivo,Web,2025-05-31,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06327,Lima,F,43.0,Masivo,Web,2025-05-31,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C08786,Lima,M,37.0,Preferente,App,2025-05-31,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
